"EditorID","OutputName","OutputQty","IngredientCount","WorkbenchKeyword"
"RMA_Crafting_Light_Leather_Head_Hood_Disabled","0EE5C0:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Body_Kilt","10594B:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Body_KiltWithMantle","10594D:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Body","10594F:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Body_Sleeves","06F393:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Hands","06F39B:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Head","06F39E:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Crafting_Light_Fur_Feet","06F398:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Rack_LeatherHood","Leather","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Rack_HealingPoulticeMead1","Healing Poultice","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Rack_HealingPoulticeAle2","Healing Poultice","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Rack_HealingPoulticeMead2","Healing Poultice","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Rack_HealingPoulticeAle3","Healing Poultice","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RMA_Rack_HealingPoulticeMead3","Healing Poultice","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodMiraakTemperL2","017E87:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"BYOHRecipeGlass01B_CCO","Fragment: Building Glass","4","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeIngotDwarvenScrap503_CCO_Disabled","Ingot: Dwarven","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeClothesNobleFurLinedBoots_Disabled","05DB7E:Skyrim.esm","1","4","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"BookCamp_PrepareFire_Recipe","032E29:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderGood_Recipe","0468C1:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderGreat_Recipe","0468D0:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderSuperlative_Recipe","0468CE:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_UpgradeUpliftingCampfire_Recipe","033391:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_UpgradeFlickeringCampfire_Recipe","03338F:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_UpgradeInspiringCampfire_Recipe","033393:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderDecent_Recipe","0468CF:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderGreatBW_Recipe","0468D5:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderDecentBW_Recipe","0468D6:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderGoodBW_Recipe","0468D7:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderSuperlativeBW_Recipe","0468D8:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderCrude_Recipe","05A846:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_AddTinderCrudeBW_Recipe","05A841:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_LightFireMagic_Recipe","05A851:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_LightFireStone_Recipe","05A853:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_RefuelComfortingCampfire_Recipe","05BE0F:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_RefuelFlickeringCampfire_Recipe","05BE0D:Campfire.esm","1","1","031DB0:Campfire.esm"
"BookCamp_RefuelInspiringCampfire_Recipe","05BE07:Campfire.esm","1","1","031DB0:Campfire.esm"
"RecipeArmorBanditGauntlets_CCO_Disabled","06F39B:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"DLC2RecipeArmorNordicHeavyCuirassSleevelessSimple_AMB_Disabled","36B159:aMidianBorn_ContentAddon.esp","1","4","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeClothesMonkRobesHooded_Disabled","107106:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeJewelryCircletFur_CCO_Disabled","0008DA:Complete Crafting Overhaul_Remastered.esp","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodVolsungRecipe","0065A9:CuyiPriestHoods.esp","1","3","CraftingForge"
"RecipeClothesMonkRobesColorBrownHooded_Disabled","10CFE4:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"SBBathBasketPortableRecipe_Disabled","055A99:Keep It Clean.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeFoodEidarCheeseWheel01_Disabled","Eidar Cheese Wheel","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"DLC2RecipeArmorNordicHeavyCuirassSleeveless_AMB_Disabled","36B159:aMidianBorn_ContentAddon.esp","1","5","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeWeaponSteelWarAxeSimple_CCO_Disabled","Steel War Axe","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeClothesNecromancerRobes_Disabled","000864:ClothingCraft.esp","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodOtarTemper","0065A6:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeJewelryCircletLeather02_CCO_Disabled","063B96:Complete Crafting Overhaul_Remastered.esp","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeClothesBlackRobesHooded_Disabled","107108:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"SBBathWashwaterCraftingRecipeLavender_Disabled","113421:Keep It Clean.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodHevnoraakRecipe","0065A2:CuyiPriestHoods.esp","1","2","CraftingForge"
"cuyPriestHoodOtarRecipe","0065A6:CuyiPriestHoods.esp","1","2","CraftingForge"
"RecipeIngotDwarvenScrap304_CCO_Disabled","Ingot: Dwarven","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodKrosisTemper","0065A3:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodMiraakRecipeH1","006599:CuyiPriestHoods.esp","1","3","CraftingForge"
"RecipeArmorChainmailHood_CCF_DisabledTemp","17B9B2:WACCF_Armor and Clothing Extension.esp","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArmorBanditGauntletsFurPlate_CCO_Disabled","06F39B:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"1nivRecipeCloakBearClawTrimSnow2_Disabled","002340:1nivWICCloaks.esp","1","4","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeIngotGoldCoin_CCO_Disabled","Ingot: Gold","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"TemperArmorIronHelmetAlt_WAF_Disabled","1730E2:WACCF_Armor and Clothing Extension.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Bow_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Battleaxe_Disabled","Ingot: Quicksilver","2","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Dagger_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Greatsword_Disabled","Ingot: Quicksilver","2","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Mace_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Sword_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_WarAxe_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Warhammer_Disabled","Ingot: Quicksilver","2","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Boots_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Cuirass_Disabled","Ingot: Quicksilver","2","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Gauntlets_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Helmet_Disabled","Ingot: Quicksilver","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"FZR_Smelting_Nordic_Shield_Disabled","Ingot: Quicksilver","2","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"USKPTemperArmorClothesJarlGloves02_Disabled","086990:Skyrim.esm","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"DLC2RecipeArmorNordicHeavyCuirassSleevelessWhiteFurPlate_AMB_Disabled","36B15B:aMidianBorn_ContentAddon.esp","1","5","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArrowDwarven_CCO_Disabled","0139BC:Skyrim.esm","24","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArmorBanditCuirass3_CCO_Disabled","10594F:Skyrim.esm","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"BYOHHouseTrophyRecipe020FrostbiteSpider","00A341:HearthFires.esm","1","2","00A31C:HearthFires.esm"
"RecipeClothesBlueRobesHooded_Disabled","10710A:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodMiraakTemperH2","017E85:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodRahgotRecipe","0065A7:CuyiPriestHoods.esp","1","3","CraftingForge"
"RecipeMiscPickaxeMisc_CCO_Disabled","Iron Pickaxe","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodVokunRecipe","0065A8:CuyiPriestHoods.esp","1","3","CraftingForge"
"RecipeIngotDwarvenScrap402_CCO_Disabled","Ingot: Dwarven","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArmorBanditBootsFurPlate_CCO_Disabled","06F398:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeIngotSteel2_CCO_Disabled","Ingot: Steel","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"SBBathWashwaterCraftingRecipePlainSoap_Disabled","113427:Keep It Clean.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodMiraakRecipeL1","017E84:CuyiPriestHoods.esp","1","3","CraftingForge"
"RecipeArmorBanditCuirass3Hide02_CCO_Disabled","10594F:Skyrim.esm","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeJewelryCircletSilverMoonstoneAlt_CCO_Disabled","0166E0:Skyrim.esm","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodMiraakRecipeH3","017E86:CuyiPriestHoods.esp","1","3","CraftingForge"
"RecipeDLC2DarkElfOutfit_Disabled","0008A2:ClothingCraft.esp","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeJewelryCircletLeather03_CCO_Disabled","063B97:Complete Crafting Overhaul_Remastered.esp","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodDefaultTemper","0036CB:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"1nivRecipeHoodBearTrimBrown2_Disabled","0038F7:1nivWICCloaks.esp","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeIngotDwarvenScrap502_CCO_Disabled","Ingot: Dwarven","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"UDBPDLC2TemperClothesSkaalGloves","039110:Dragonborn.esm","1","1","0E0398:Weapons Armor Clothing & Clutter Fixes.esp"
"KmodContainerRecipeChestUpperChild","0FE172:hearthfireextended.esp","1","1","CraftingFurniture"
"KmodFurnitureRecipeSpinningWheel","Spinning Wheel","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeClothesUlfricBoots_Disabled","062311:Skyrim.esm","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"KmodContainerRecipeBarrelEmpty","035B8C:hearthfireextended.esp","2","2","CraftingFurniture"
"KmodContainerRecipeChestUpperPersonal","0FE174:hearthfireextended.esp","1","1","CraftingFurniture"
"ccBGSSSE001_TemperWeaponSpecialDwarvenAxe01_Disabled","Irkngthand War Axe of Fire","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"ccBGSSSE001_RecipeFoodPotatoCrabChowderHOT_Disabled","Hot Potato Crab Chowder","1","5","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"ccBGSSSE001_RecipeFoodRoastedTomatoCrabBisqueHOT_Disabled","Hot Roasted Tomato Crab Bisque","1","5","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"ccBGSSSE001_RecipeFoodCreamyCrabBisqueHOT_Disabled","Hot Creamy Crab Bisque","1","5","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"ccBGSSSE001_RecipeFoodCrabStewHOT_Disabled","Hot Crab Stew","1","6","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"ccBGSSSE001_TemperWeaponSpecialDwarvenAxe02_Disabled","Irkngthand War Axe of Freezing","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodMiraakTemperL1","017E84:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArmorChainmailHoodFurLinedFurPlate_CCF_DisabledTemp","194ED8:WACCF_Armor and Clothing Extension.esp","1","3","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeJewelryCircletFurWhiteFurPlate_CCO_Disabled","0008DD:Complete Crafting Overhaul_Remastered.esp","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArrowOrcish_CCO_Disabled","0139BB:Skyrim.esm","24","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeIngotDwarvenScrap303_CCO_Disabled","Ingot: Dwarven","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeArmorSteelCuirassBWhite_AMB_Disabled","01F9C3:aMidianBorn_ContentAddon.esp","1","4","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"RecipeJewelryCircletLeatherDark_CCO_Disabled","063B98:Complete Crafting Overhaul_Remastered.esp","1","2","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"1nivRecipeCloakBearClawTrimCave2_Disabled","00233F:1nivWICCloaks.esp","1","4","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"DLC1RecipeArmorFalmerHardenedCirclet_CCO_Disabled","1B741E:Complete Crafting Overhaul_Remastered.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"cuyPriestHoodDefaultRecipe","0036CB:CuyiPriestHoods.esp","1","3","CraftingForge"
"cuyPriestHoodMiraakTemperH1","006599:CuyiPriestHoods.esp","1","1","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionSmelterBreakdownOff_Disabled","2CDDB3:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionSmelterBreakdownOn_Disabled","2CDDB2:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionTanningBreakdownOn_Disabled","2CDDB6:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionTanningBreakdownOff_Disabled","2CDDB5:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorClassHeavy_Disabled","2CDDBE:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorClassLight_Disabled","2CDDBF:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorClassClothing_Disabled","2CDDC0:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeShieldsH_Disabled","2CDDC1:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorClassALL_Disabled","2CDDBD:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeALL_Disabled","2D2ECA:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeBodyH_Disabled","2D2ECB:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeHeadH_Disabled","2D7FDF:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeHandsC_Disabled","2D2ECD:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeFeetH_Disabled","2D2ECE:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeCloaks_Disabled","2D2ECF:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypePouch_Disabled","2D2ED0:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeBodyL_Disabled","2D7FD9:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeBodyC_Disabled","2D7FDA:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeFeetL_Disabled","2D7FDB:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeFeetC_Disabled","2D7FDC:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeHandsH_Disabled","2D7FDD:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeHandsL_Disabled","2D7FDE:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeHeadC_Disabled","2D2ECC:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeHeadL_Disabled","2D7FE0:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionArmorTypeShieldsL_Disabled","2D7FE1:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponClassALL_Disabled","2D7FEB:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponClass1H_Disabled","2D7FEE:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponClass2H_Disabled","2D7FEF:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponClassRanged_Disabled","2D7FF0:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponClassStaff_Disabled","2D7FF1:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponTypeALL_Disabled","2D7FF7:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponTypeDagger_Disabled","2D7FF8:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponType1HSword_Disabled","2D7FF9:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponType2HSword_Disabled","2D7FFA:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponType2HAxe_Disabled","2D7FFC:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponType1HAxe_Disabled","2D7FFB:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponType1HMace_Disabled","2D7FFE:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponType2HHammer_Disabled","2D7FFD:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionWeaponTypeBow_Disabled","2D7FFF:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialEbonyOff_Disabled","2D8009:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialEbonyOn_Disabled","2D800A:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialSteelOff_Disabled","2D800D:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialSteelOn_Disabled","2D800E:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialIronOn_Disabled","2D800C:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialIronOff_Disabled","2D800B:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialWoodOff_Disabled","2E731A:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialALLOff_Disabled","2E7318:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialHideOff_Disabled","33D53C:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialLeatherOff_Disabled","2E731E:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeMaterialSilverOff_Disabled","2E7320:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
"CCO_MenuOptionForgeStyleALLOff_Disabled","2E7322:Complete Crafting Overhaul_Remastered.esp","1","0","02BEA9:Complete Crafting Overhaul_Remastered.esp"
