"EditorID","OutputName","OutputQty","IngredientCount","WorkbenchKeyword"
"Alch_PowderedAntlerSm_Recipe","Powdered Antler","1","1","CraftingPlayer"
"Alch_PowderedAntlerLg_Recipe","Powdered Antler","3","1","CraftingPlayer"
"Alch_PowderedAntlerDoe_Recipe","Powdered Antler","2","1","CraftingPlayer"
"Alch_PowderedAntlerGr_Recipe","Powdered Antler","4","1","CraftingPlayer"
"ALch_AntlerPaste_Recipe","Antler Paste","1","2","CraftingPlayer"
"Alch_DragonBonemeal_Recipe","Dragon Bonemeal","2","1","CraftingPlayer"
"Alch_Wyrmsap_Recipe","Wyrmsap","1","3","0A5CB3:Skyrim.esm"
"Alch_Wolfsap_Recipe","Wolfsap","1","3","0A5CB3:Skyrim.esm"
"ALch_ChitinPaste1_Recipe","Chitin Resin","1","2","CraftingPlayer"
"Alch_FalmerResin_Recipe","Falmer Resin","1","2","CraftingPlayer"
"Alch_ShellbugResin_Recipe","Shellbug Resin","1","2","0A5CB3:Skyrim.esm"
"Alch_NetchResin_Recipe","Netch Resin","1","1","CraftingPlayer"
"Alch_RedBonesap_Recipe","Red Bonesap","1","2","0A5CB3:Skyrim.esm"
"ALch_BlackBonesap_Recipe","Black Bonesap","1","2","CraftingPlayer"
"Alch_WhiteBonesap_Recipe","White Bonesap","1","2","0A5CB3:Skyrim.esm"
"Alch_PowderedCanineTeeth_Recipe","Powdered Canine Teeth","1","1","CraftingPlayer"
"Alch_PowderedCharcoal1_Recipe","Powdered Charcoal","1","1","CraftingPlayer"
"Alch_PowderedCharcoal2_Recipe","Powdered Charcoal","1","1","CraftingPlayer"
"Alch_PowderedBoneHawkClaw_Recipe","Powdered Bone Hawk Claw","1","1","CraftingPlayer"
"Alch_PowderedChitinPlate_Recipe","Powdered Chitin Plate","3","1","CraftingPlayer"
"Alch_PowderedShellbug_Recipe","Powdered Shellbug Chitin","3","1","CraftingPlayer"
"ALch_ChitinPaste2_Recipe","Chitin Resin","1","2","CraftingPlayer"
"ALch_ChitinPaste3_Recipe","Chitin Resin","1","2","CraftingPlayer"
"Alch_PowderedBoneHawkBeak_Recipe","Powdered Bone Hawk Beak","1","1","CraftingPlayer"
"ALch_PowderedHorkerTusk_Recipe","Powdered Horker Tusk","3","1","CraftingBreakdown"
"ALch_PowderedDragonScale_Recipe","Powdered Dragon Scales","2","1","CraftingBreakdown"
"ALch_PowderedGoatHorn_Recipe","Powdered Goat Horn","2","1","CraftingBreakdown"
"ALch_Ink_Scratch_Recipe","Ink","1","2","CraftingPlayer"
"Alch_Ink_Inkwell_Recipe","Ink","1","1","0A5CB3:Skyrim.esm"
