"EditorID","Prefix","FormKey","CreatedObject_FormKey","CreatedObjectCount","IngredientCount","IngredientFormKeys"
"Misc_PeltElk_ProcessLeather","Misc","078B49:Skyrim.esm","0DB5D2:Skyrim.esm","2","1",""
"Misc_PeltWolf_ProcessLeather","Misc","078B54:Skyrim.esm","0DB5D2:Skyrim.esm","1","1",""
"Armor_IronCuirass_Temper","Armor","085DC5:Skyrim.esm","012E49:Skyrim.esm","1","1",""
"Weap_IronWarAxe_Temper","Weap","085DC6:Skyrim.esm","013790:Skyrim.esm","1","1",""
"Armor_IronHeavyShield_Temper","Armor","085DC7:Skyrim.esm","012EB6:Skyrim.esm","1","1",""
"Misc_IngotIron_Recipe5","Misc","0A30C3:Skyrim.esm","05ACE4:Skyrim.esm","1","1",""
"Misc_IngotCorundum_Recipe5","Misc","0A30CB:Skyrim.esm","05AD93:Skyrim.esm","1","1",""
"Misc_IngotEbony_Recipe5","Misc","0A30D3:Skyrim.esm","05AD9D:Skyrim.esm","1","1",""
"Misc_IngotGold_Recipe5","Misc","0A30D4:Skyrim.esm","05AD9E:Skyrim.esm","1","1",""
"Misc_IngotMoonstone_Recipe5","Misc","0A30D9:Skyrim.esm","05AD9F:Skyrim.esm","1","1",""
"Misc_IngotMalachite_Recipe5","Misc","0A30DA:Skyrim.esm","05ADA1:Skyrim.esm","1","1",""
"Misc_IngotOrichalcum_Recipe5","Misc","0A30DB:Skyrim.esm","05AD99:Skyrim.esm","1","1",""
"Misc_IngotQuicksilver_Recipe5","Misc","0A30DC:Skyrim.esm","05ADA0:Skyrim.esm","1","1",""
"Misc_IngotSilver_Recipe5","Misc","0A30DD:Skyrim.esm","05ACE3:Skyrim.esm","1","1",""
"Misc_IngotSteel_Recipe","Misc","0A30E4:Skyrim.esm","05ACE5:Skyrim.esm","1","2","|"
"Weap_SteelGreatsword_Recipe","Weap","0A5CD6:Skyrim.esm","013987:Skyrim.esm","1","2","|"
"Weap_IronSword_Temper","Weap","0ADB77:Skyrim.esm","012EB7:Skyrim.esm","1","1",""
"Weap_IronBattleaxe_Temper","Weap","0ADB79:Skyrim.esm","013980:Skyrim.esm","1","1",""
"Weap_IronDagger_Temper","Weap","0ADB7E:Skyrim.esm","01397E:Skyrim.esm","1","1",""
"Weap_IronGreatsword_Temper","Weap","0ADB7F:Skyrim.esm","01359D:Skyrim.esm","1","1",""
"Weap_IronMace_Temper","Weap","0ADB80:Skyrim.esm","013982:Skyrim.esm","1","1",""
"Armor_IronBoots_Temper","Armor","0ADB89:Skyrim.esm","012E4B:Skyrim.esm","1","1",""
"Armor_IronGauntlets_Temper","Armor","0ADB92:Skyrim.esm","012E46:Skyrim.esm","1","1",""
"Armor_IronHelmet_Temper","Armor","0ADB93:Skyrim.esm","012E4D:Skyrim.esm","1","1",""
"Armor_LeatherBoots_Temper","Armor","0ADB9D:Skyrim.esm","013920:Skyrim.esm","1","1",""
"Armor_LeatherCuirass_Temper","Armor","0ADB9E:Skyrim.esm","03619E:Skyrim.esm","1","1",""
"Armor_LeatherBracers_Temper","Armor","0ADBAC:Skyrim.esm","013921:Skyrim.esm","1","1",""
"Armor_LeatherHelmet_Temper","Armor","0ADBD3:Skyrim.esm","013922:Skyrim.esm","1","1",""
"Armor_HideBoots_Temper","Armor","0ADBD4:Skyrim.esm","013910:Skyrim.esm","1","1",""
"Armor_HideCuirass_Temper","Armor","0ADBD5:Skyrim.esm","013911:Skyrim.esm","1","1",""
"Armor_HideBracers_Temper","Armor","0ADBD6:Skyrim.esm","013912:Skyrim.esm","1","1",""
"Armor_HideHelmet_Temper","Armor","0ADBD7:Skyrim.esm","013913:Skyrim.esm","1","1",""
"Weap_IronSword_Recipe","Weap","0DA769:Skyrim.esm","012EB7:Skyrim.esm","1","2","|"
"Weap_IronDagger_Recipe","Weap","0DA76A:Skyrim.esm","01397E:Skyrim.esm","1","2","|"
"Weap_IronMace_Recipe","Weap","0DA76B:Skyrim.esm","013982:Skyrim.esm","1","3","||"
"Weap_IronWarAxe_Recipe","Weap","0DA76C:Skyrim.esm","013790:Skyrim.esm","1","3","||"
"Weap_IronWarhammer_Recipe","Weap","0DA76D:Skyrim.esm","013981:Skyrim.esm","1","3","||"
"Weap_IronBattleaxe_Recipe","Weap","0DA76E:Skyrim.esm","013980:Skyrim.esm","1","3","||"
"Weap_IronGreatsword_Recipe","Weap","0DA76F:Skyrim.esm","01359D:Skyrim.esm","1","2","|"
"Armor_HideBracers_Recipe","Armor","0DB28E:Skyrim.esm","013912:Skyrim.esm","1","2","|"
"Armor_IronGauntlets_Recipe","Armor","0DB28F:Skyrim.esm","012E46:Skyrim.esm","1","4","|||"
"Armor_IronBoots_Recipe","Armor","0DB290:Skyrim.esm","012E4B:Skyrim.esm","1","4","|||"
"Armor_IronCuirass_Recipe","Armor","0DB291:Skyrim.esm","012E49:Skyrim.esm","1","4","|||"
"Armor_IronHelmet_Recipe","Armor","0DB292:Skyrim.esm","012E4D:Skyrim.esm","1","3","||"
"Armor_IronHeavyShield_Recipe","Armor","0DB293:Skyrim.esm","012EB6:Skyrim.esm","1","3","||"
"Armor_HideBoots_Recipe","Armor","0DB5D3:Skyrim.esm","013910:Skyrim.esm","1","3","||"
"Armor_HideCuirass_Recipe","Armor","0DB5D4:Skyrim.esm","013911:Skyrim.esm","1","4","|||"
"Armor_HideHelmet_Recipe","Armor","0DB5D5:Skyrim.esm","013913:Skyrim.esm","1","3","||"
"Armor_HideShield_Recipe","Armor","0DB5D6:Skyrim.esm","013914:Skyrim.esm","1","3","||"
"Weap_SteelSword_Recipe","Weap","0DB5D7:Skyrim.esm","013989:Skyrim.esm","1","2","|"
"Weap_SteelMace_Recipe","Weap","0DB896:Skyrim.esm","013988:Skyrim.esm","1","3","||"
"Weap_SteelWarAxe_Recipe","Weap","0DB897:Skyrim.esm","013983:Skyrim.esm","1","3","||"
"Weap_SteelBattleaxe_Recipe","Weap","0DB898:Skyrim.esm","013984:Skyrim.esm","1","3","||"
"Weap_OrcishBattleaxe_Recipe","Weap","0DB899:Skyrim.esm","01398C:Skyrim.esm","1","3","||"
"Weap_OrcishGreatsword_Recipe","Weap","0DB89A:Skyrim.esm","01398F:Skyrim.esm","1","3","||"
"Weap_SteelDagger_Recipe","Weap","0DB89B:Skyrim.esm","013986:Skyrim.esm","1","2","|"
"Weap_OrcishDagger_Recipe","Weap","0DB89C:Skyrim.esm","01398E:Skyrim.esm","1","3","||"
"Weap_OrcishMace_Recipe","Weap","0DB89D:Skyrim.esm","013990:Skyrim.esm","1","3","||"
"Weap_SteelWarhammer_Recipe","Weap","0DB89E:Skyrim.esm","01398A:Skyrim.esm","1","3","||"
"Weap_OrcishSword_Recipe","Weap","0DB89F:Skyrim.esm","013991:Skyrim.esm","1","3","||"
"Weap_OrcishWarAxe_Recipe","Weap","0DB8A0:Skyrim.esm","01398B:Skyrim.esm","1","3","||"
"Weap_OrcishWarhammer_Recipe","Weap","0DB8A1:Skyrim.esm","013992:Skyrim.esm","1","3","||"
"Weap_DwarvenBattleaxe_Recipe","Weap","0DB8A3:Skyrim.esm","013994:Skyrim.esm","1","3","||"
"Weap_DwarvenDagger_Recipe","Weap","0DB8A4:Skyrim.esm","013996:Skyrim.esm","1","3","||"
"Weap_DwarvenGreatsword_Recipe","Weap","0DB8A5:Skyrim.esm","013997:Skyrim.esm","1","3","||"
"Weap_DwarvenMace_Recipe","Weap","0DB8A6:Skyrim.esm","013998:Skyrim.esm","1","3","||"
"Weap_DwarvenSword_Recipe","Weap","0DB8A7:Skyrim.esm","013999:Skyrim.esm","1","3","||"
"Weap_DwarvenWarAxe_Recipe","Weap","0DB8A8:Skyrim.esm","013993:Skyrim.esm","1","3","||"
"Weap_DwarvenWarhammer_Recipe","Weap","0DB8A9:Skyrim.esm","01399A:Skyrim.esm","1","3","||"
"Weap_ElvenBattleaxe_Recipe","Weap","0DB8AA:Skyrim.esm","01399C:Skyrim.esm","1","3","||"
"Weap_ElvenDagger_Recipe","Weap","0DB8AB:Skyrim.esm","01399E:Skyrim.esm","1","3","||"
"Weap_ElvenGreatsword_Recipe","Weap","0DB8AC:Skyrim.esm","01399F:Skyrim.esm","1","3","||"
"Weap_ElvenMace_Recipe","Weap","0DB8AD:Skyrim.esm","0139A0:Skyrim.esm","1","3","||"
"Weap_ElvenSword_Recipe","Weap","0DB8AE:Skyrim.esm","0139A1:Skyrim.esm","1","3","||"
"Weap_ElvenWarAxe_Recipe","Weap","0DB8AF:Skyrim.esm","01399B:Skyrim.esm","1","3","||"
"Weap_ElvenWarhammer_Recipe","Weap","0DB8B0:Skyrim.esm","0139A2:Skyrim.esm","1","3","||"
"Weap_GlassBattleaxe_Recipe","Weap","0DB8B1:Skyrim.esm","0139A4:Skyrim.esm","1","3","||"
"Weap_GlassDagger_Recipe","Weap","0DB8B2:Skyrim.esm","0139A6:Skyrim.esm","1","3","||"
"Weap_GlassGreatsword_Recipe","Weap","0DB8B3:Skyrim.esm","0139A7:Skyrim.esm","1","3","||"
"Weap_GlassMace_Recipe","Weap","0DB8B4:Skyrim.esm","0139A8:Skyrim.esm","1","3","||"
"Weap_GlassSword_Recipe","Weap","0DB8B5:Skyrim.esm","0139A9:Skyrim.esm","1","3","||"
"Weap_GlassWarAxe_Recipe","Weap","0DB8B6:Skyrim.esm","0139A3:Skyrim.esm","1","3","||"
"Weap_GlassWarhammer_Recipe","Weap","0DB8B7:Skyrim.esm","0139AA:Skyrim.esm","1","3","||"
"Weap_EbonyBattleaxe_Recipe","Weap","0DB8B8:Skyrim.esm","0139AC:Skyrim.esm","1","3","||"
"Weap_EbonyDagger_Recipe","Weap","0DB8B9:Skyrim.esm","0139AE:Skyrim.esm","1","3","||"
"Weap_EbonyGreatsword_Recipe","Weap","0DB8BA:Skyrim.esm","0139AF:Skyrim.esm","1","3","||"
"Weap_EbonyMace_Recipe","Weap","0DB8BB:Skyrim.esm","0139B0:Skyrim.esm","1","3","||"
"Weap_EbonySword_Recipe","Weap","0DB8BC:Skyrim.esm","0139B1:Skyrim.esm","1","3","||"
"Weap_EbonyWarAxe_Recipe","Weap","0DB8BD:Skyrim.esm","0139AB:Skyrim.esm","1","3","||"
"Weap_EbonyWarhammer_Recipe","Weap","0DB8BE:Skyrim.esm","0139B2:Skyrim.esm","1","3","||"
"Weap_DaedricBattleaxe_Recipe","Weap","0DB8BF:Skyrim.esm","0139B4:Skyrim.esm","1","3","||"
"Weap_DaedricDagger_Recipe","Weap","0DB8C0:Skyrim.esm","0139B6:Skyrim.esm","1","3","||"
"Weap_DaedricGreatsword_Recipe","Weap","0DB8C1:Skyrim.esm","0139B7:Skyrim.esm","1","3","||"
"Weap_DaedricMace_Recipe","Weap","0DB8C2:Skyrim.esm","0139B8:Skyrim.esm","1","3","||"
"Weap_DaedricSword_Recipe","Weap","0DB8C3:Skyrim.esm","0139B9:Skyrim.esm","1","3","||"
"Weap_DaedricWarAxe_Recipe","Weap","0DB8C4:Skyrim.esm","0139B3:Skyrim.esm","1","3","||"
"Weap_DaedricWarhammer_Recipe","Weap","0DB8C5:Skyrim.esm","0139BA:Skyrim.esm","1","3","||"
"Armor_StuddedCuirass_Recipe","Armor","0DC9F4:Skyrim.esm","01B3A2:Skyrim.esm","1","4","|||"
"Armor_ImperialHeavyBoots_Recipe","Armor","0DC9F5:Skyrim.esm","0136D6:Skyrim.esm","1","3","||"
"Armor_ImperialHeavyCuirass_Recipe","Armor","0DC9F6:Skyrim.esm","0136D5:Skyrim.esm","1","3","||"
"Armor_ImperialHeavyBracers_Recipe","Armor","0DC9F7:Skyrim.esm","0136D4:Skyrim.esm","1","3","||"
"Armor_ImperialHeavyHelmet_Recipe","Armor","0DC9F8:Skyrim.esm","013EDC:Skyrim.esm","1","3","||"
"Armor_ImperialShield_Recipe","Armor","0DC9F9:Skyrim.esm","0135BA:Skyrim.esm","1","3","||"
"Armor_ElvenBoots_Recipe","Armor","0DC9FA:Skyrim.esm","01391A:Skyrim.esm","1","4","|||"
"Armor_ElvenCuirass_Recipe","Armor","0DC9FB:Skyrim.esm","0896A3:Skyrim.esm","1","4","|||"
"Armor_ElvenGauntlets_Recipe","Armor","0DC9FC:Skyrim.esm","01391C:Skyrim.esm","1","4","|||"
"Armor_ElvenHelmet_Recipe","Armor","0DC9FD:Skyrim.esm","01391D:Skyrim.esm","1","4","|||"
"Armor_ElvenShield_Recipe","Armor","0DC9FE:Skyrim.esm","01391E:Skyrim.esm","1","3","||"
"Armor_IronBandedCuirass_Recipe","Armor","0DC9FF:Skyrim.esm","013948:Skyrim.esm","1","4","|||"
"Armor_IronBandedShield_Recipe","Armor","0DCA00:Skyrim.esm","01394B:Skyrim.esm","1","3","||"
"Armor_LeatherBoots_Recipe","Armor","0DCA01:Skyrim.esm","013920:Skyrim.esm","1","2","|"
"Armor_LeatherCuirass_Recipe","Armor","0DCA02:Skyrim.esm","03619E:Skyrim.esm","1","3","||"
"Armor_LeatherBracers_Recipe","Armor","0DCA03:Skyrim.esm","013921:Skyrim.esm","1","2","|"
"Armor_LeatherHelmet_Recipe","Armor","0DCA04:Skyrim.esm","013922:Skyrim.esm","1","3","||"
"Armor_ScaledBoots_Recipe","Armor","0DCA05:Skyrim.esm","01B39F:Skyrim.esm","1","4","|||"
"Armor_ScaledCuirass_Recipe","Armor","0DCA06:Skyrim.esm","01B3A3:Skyrim.esm","1","4","|||"
"Armor_ScaledBracers_Recipe","Armor","0DCA07:Skyrim.esm","01B3A0:Skyrim.esm","1","4","|||"
"Armor_ScaledHelmet_Recipe","Armor","0DCA08:Skyrim.esm","01B3A1:Skyrim.esm","1","3","||"
"Armor_ElvenCuirassGilded_Recipe","Armor","0DCA0A:Skyrim.esm","01392A:Skyrim.esm","1","5","||||"
"Armor_GlassBoots_Recipe","Armor","0DCA0E:Skyrim.esm","013938:Skyrim.esm","1","4","|||"
"Armor_GlassCuirass_Recipe","Armor","0DCA0F:Skyrim.esm","013939:Skyrim.esm","1","4","|||"
"Armor_GlassGauntlets_Recipe","Armor","0DCA10:Skyrim.esm","01393A:Skyrim.esm","1","4","|||"
"Armor_GlassHelmet_Recipe","Armor","0DCA11:Skyrim.esm","01393B:Skyrim.esm","1","4","|||"
"Armor_GlassShield_Recipe","Armor","0DCA12:Skyrim.esm","01393C:Skyrim.esm","1","3","||"
"Armor_DragonscaleBoots_Recipe","Armor","0DCA13:Skyrim.esm","01393D:Skyrim.esm","1","5","||||"
"Armor_DragonscaleCuirass_Recipe","Armor","0DCA14:Skyrim.esm","01393E:Skyrim.esm","1","5","||||"
"Armor_DragonscaleGauntlets_Recipe","Armor","0DCA15:Skyrim.esm","01393F:Skyrim.esm","1","5","||||"
"Armor_DragonscaleHelmet_Recipe","Armor","0DCA16:Skyrim.esm","013940:Skyrim.esm","1","5","||||"
"Armor_DragonscaleShield_Recipe","Armor","0DCA17:Skyrim.esm","013941:Skyrim.esm","1","4","|||"
"Armor_SteelBoots_Recipe","Armor","0DD974:Skyrim.esm","013951:Skyrim.esm","1","4","|||"
"Armor_SteelCuirass_Recipe","Armor","0DD975:Skyrim.esm","013952:Skyrim.esm","1","4","|||"
"Armor_SteelGauntlets_Recipe","Armor","0DD976:Skyrim.esm","013953:Skyrim.esm","1","4","|||"
"Armor_SteelHelmet_RecipeSimple","Armor","0DD977:Skyrim.esm","013954:Skyrim.esm","1","3","||"
"Armor_SteelShield_Recipe","Armor","0DD978:Skyrim.esm","013955:Skyrim.esm","1","3","||"
"Armor_DwarvenBoots_Recipe","Armor","0DD979:Skyrim.esm","01394C:Skyrim.esm","1","4","|||"
"Armor_DwarvenCuirass_Recipe","Armor","0DD97A:Skyrim.esm","01394D:Skyrim.esm","1","4","|||"
"Armor_DwarvenGauntlets_Recipe","Armor","0DD97B:Skyrim.esm","01394E:Skyrim.esm","1","4","|||"
"Armor_DwarvenHelmet_Recipe","Armor","0DD97C:Skyrim.esm","01394F:Skyrim.esm","1","4","|||"
"Armor_DwarvenShield_Recipe","Armor","0DD97D:Skyrim.esm","013950:Skyrim.esm","1","3","||"
"Armor_SteelPlateBoots_Recipe","Armor","0DD97E:Skyrim.esm","01395B:Skyrim.esm","1","4","|||"
"Armor_SteelPlateCuirass_Recipe","Armor","0DD97F:Skyrim.esm","01395C:Skyrim.esm","1","4","|||"
"Armor_SteelPlateGauntlets_Recipe","Armor","0DD980:Skyrim.esm","01395D:Skyrim.esm","1","4","|||"
"Armor_SteelPlateHelmet_Recipe","Armor","0DD981:Skyrim.esm","01395E:Skyrim.esm","1","4","|||"
"Armor_OrcishBoots_Recipe","Armor","0DD983:Skyrim.esm","013956:Skyrim.esm","1","4","|||"
"Armor_OrcishCuirass_Recipe","Armor","0DD984:Skyrim.esm","013957:Skyrim.esm","1","4","|||"
"Armor_OrcishGauntlets_Recipe","Armor","0DD985:Skyrim.esm","013958:Skyrim.esm","1","4","|||"
"Armor_OrcishHelmet_Recipe","Armor","0DD986:Skyrim.esm","013959:Skyrim.esm","1","4","|||"
"Armor_OrcishShield_Recipe","Armor","0DD987:Skyrim.esm","013946:Skyrim.esm","1","3","||"
"Armor_EbonyBoots_Recipe","Armor","0DD988:Skyrim.esm","013960:Skyrim.esm","1","4","|||"
"Armor_EbonyCuirass_Recipe","Armor","0DD989:Skyrim.esm","013961:Skyrim.esm","1","4","|||"
"Armor_EbonyGauntlets_Recipe","Armor","0DD98A:Skyrim.esm","013962:Skyrim.esm","1","4","|||"
"Armor_EbonyHelmet_Recipe","Armor","0DD98B:Skyrim.esm","013963:Skyrim.esm","1","4","|||"
"Armor_EbonyShield_Recipe","Armor","0DD98C:Skyrim.esm","013964:Skyrim.esm","1","3","||"
"Armor_DragonplateBoots_Recipe","Armor","0DD98D:Skyrim.esm","013965:Skyrim.esm","1","5","||||"
"Armor_DragonplateCuirass_Recipe","Armor","0DD98E:Skyrim.esm","013966:Skyrim.esm","1","5","||||"
"Armor_DragonplateGauntlets_Recipe","Armor","0DD98F:Skyrim.esm","013967:Skyrim.esm","1","5","||||"
"Armor_DragonplateHelmet_Recipe","Armor","0DD990:Skyrim.esm","013969:Skyrim.esm","1","5","||||"
"Armor_DragonplateShield_Recipe","Armor","0DD991:Skyrim.esm","013968:Skyrim.esm","1","3","||"
"Armor_DaedricBoots_Recipe","Armor","0DD992:Skyrim.esm","01396A:Skyrim.esm","1","3","||"
"Armor_DaedricCuirass_Recipe","Armor","0DD993:Skyrim.esm","01396B:Skyrim.esm","1","3","||"
"Armor_DaedricGauntlets_Recipe","Armor","0DD994:Skyrim.esm","01396C:Skyrim.esm","1","3","||"
"Armor_DaedricHelmet_Recipe","Armor","0DD995:Skyrim.esm","01396D:Skyrim.esm","1","3","||"
"Armor_DaedricShield_Recipe","Armor","0DD996:Skyrim.esm","01396E:Skyrim.esm","1","3","||"
"Misc_PeltIceWolf_ProcessLeather","Misc","0EB0AC:Skyrim.esm","0DB5D2:Skyrim.esm","1","1",""
"Misc_PeltBear_ProcessLeather","Misc","0EB0AD:Skyrim.esm","0DB5D2:Skyrim.esm","4","1",""
"Misc_PeltCaveBear_ProcessLeather","Misc","0EB0AE:Skyrim.esm","0DB5D2:Skyrim.esm","4","1",""
"Misc_PeltSnowBear_ProcessLeather","Misc","0EB0AF:Skyrim.esm","0DB5D2:Skyrim.esm","4","1",""
"Misc_PeltSabreCat_ProcessLeather","Misc","0EB0B0:Skyrim.esm","0DB5D2:Skyrim.esm","3","1",""
"Misc_PeltSnowySabreCat_ProcessLeather","Misc","0EB0B1:Skyrim.esm","0DB5D2:Skyrim.esm","3","1",""
"Misc_PeltHorse_ProcessLeather","Misc","0EB0B2:Skyrim.esm","0DB5D2:Skyrim.esm","3","1",""
"Armor_DaedricBoots_Temper","Armor","0EB0B4:Skyrim.esm","01396A:Skyrim.esm","1","1",""
"Armor_DaedricCuirass_Temper","Armor","0EB0B5:Skyrim.esm","01396B:Skyrim.esm","1","1",""
"Armor_DaedricGauntlets_Temper","Armor","0EB0B6:Skyrim.esm","01396C:Skyrim.esm","1","1",""
"Armor_DaedricHelmet_Temper","Armor","0EB0B7:Skyrim.esm","01396D:Skyrim.esm","1","1",""
"Armor_DaedricShield_Temper","Armor","0EB0B8:Skyrim.esm","01396E:Skyrim.esm","1","1",""
"Armor_DragonplateBoots_Temper","Armor","0EB0B9:Skyrim.esm","013965:Skyrim.esm","1","1",""
"Armor_DragonplateCuirass_Temper","Armor","0EB0BA:Skyrim.esm","013966:Skyrim.esm","1","1",""
"Armor_DragonplateGauntlets_Temper","Armor","0EB0BB:Skyrim.esm","013967:Skyrim.esm","1","1",""
"Armor_DragonplateHelmet_Temper","Armor","0EB0BC:Skyrim.esm","013969:Skyrim.esm","1","1",""
"Armor_DragonplateShield_Temper","Armor","0EB0BD:Skyrim.esm","013968:Skyrim.esm","1","1",""
"Armor_DragonscaleBoots_Temper","Armor","0EB0BE:Skyrim.esm","01393D:Skyrim.esm","1","1",""
"Armor_DragonscaleCuirass_Temper","Armor","0EB0BF:Skyrim.esm","01393E:Skyrim.esm","1","1",""
"Armor_DragonscaleGauntlets_Temper","Armor","0EB0C2:Skyrim.esm","01393F:Skyrim.esm","1","1",""
"Armor_DragonscaleHelmet_Temper","Armor","0EB0C3:Skyrim.esm","013940:Skyrim.esm","1","1",""
"Armor_DragonscaleShield_Temper","Armor","0EB0C4:Skyrim.esm","013941:Skyrim.esm","1","1",""
"Armor_DwarvenBoots_Temper","Armor","0EB0CA:Skyrim.esm","01394C:Skyrim.esm","1","1",""
"Armor_DwarvenCuirass_Temper","Armor","0EB124:Skyrim.esm","01394D:Skyrim.esm","1","1",""
"Armor_DwarvenGauntlets_Temper","Armor","0EB1E3:Skyrim.esm","01394E:Skyrim.esm","1","1",""
"Armor_DwarvenHelmet_Temper","Armor","0EB2BE:Skyrim.esm","01394F:Skyrim.esm","1","1",""
"Armor_DwarvenShield_Temper","Armor","0EB3C6:Skyrim.esm","013950:Skyrim.esm","1","1",""
"Armor_EbonyBoots_Temper","Armor","0EB3C8:Skyrim.esm","013960:Skyrim.esm","1","1",""
"Armor_EbonyCuirass_Temper","Armor","0EB448:Skyrim.esm","013961:Skyrim.esm","1","1",""
"Armor_EbonyGauntlets_Temper","Armor","0EB478:Skyrim.esm","013962:Skyrim.esm","1","1",""
"Armor_EbonyHelmet_Temper","Armor","0EB4A5:Skyrim.esm","013963:Skyrim.esm","1","1",""
"Armor_EbonyShield_Temper","Armor","0EB4A7:Skyrim.esm","013964:Skyrim.esm","1","1",""
"Armor_ElvenBoots_Temper","Armor","0EB52D:Skyrim.esm","01391A:Skyrim.esm","1","1",""
"Armor_ElvenCuirass_Temper","Armor","0EB785:Skyrim.esm","0896A3:Skyrim.esm","1","1",""
"Armor_ElvenGauntlets_Temper","Armor","0EB786:Skyrim.esm","01391C:Skyrim.esm","1","1",""
"Armor_ElvenHelmet_Temper","Armor","0EB787:Skyrim.esm","01391D:Skyrim.esm","1","1",""
"Armor_ElvenShield_Temper","Armor","0EB788:Skyrim.esm","01391E:Skyrim.esm","1","1",""
"Armor_ElvenBootsGilded_Temper","Armor","0EB789:Skyrim.esm","3427DB:aMidianBorn_ContentAddon.esp","1","1",""
"Armor_ElvenCuirassGilded_Temper","Armor","0EB78A:Skyrim.esm","01392A:Skyrim.esm","1","1",""
"Armor_ElvenGauntletsGilded_Temper","Armor","0EB78B:Skyrim.esm","3427DE:aMidianBorn_ContentAddon.esp","1","1",""
"Armor_ElvenHelmetGilded_Temper","Armor","0EB78C:Skyrim.esm","3427DA:aMidianBorn_ContentAddon.esp","1","1",""
"Armor_ElvenShieldGilded_Temper","Armor","0EB78D:Skyrim.esm","3427D9:aMidianBorn_ContentAddon.esp","1","1",""
"Armor_GlassBoots_Temper","Armor","0EB78E:Skyrim.esm","013938:Skyrim.esm","1","1",""
"Armor_GlassCuirass_Temper","Armor","0EB7A1:Skyrim.esm","013939:Skyrim.esm","1","1",""
"Armor_GlassGauntlets_Temper","Armor","0EB7A6:Skyrim.esm","01393A:Skyrim.esm","1","1",""
"Armor_GlassHelmet_Temper","Armor","0EB7A7:Skyrim.esm","01393B:Skyrim.esm","1","1",""
"Armor_GlassShield_Temper","Armor","0EB7A9:Skyrim.esm","01393C:Skyrim.esm","1","1",""
"Armor_ImperialHeavyBoots_Temper","Armor","0EB7EC:Skyrim.esm","0136D6:Skyrim.esm","1","1",""
"Armor_ImperialHeavyCuirass_Temper","Armor","0EB7EE:Skyrim.esm","0136D5:Skyrim.esm","1","1",""
"Armor_ImperialHeavyBracers_Temper","Armor","0EB7F0:Skyrim.esm","0136D4:Skyrim.esm","1","1",""
"Armor_ImperialHeavyHelmet_Temper","Armor","0EB7F2:Skyrim.esm","013EDC:Skyrim.esm","1","1",""
