Produced Item Name,Qty Made,Perks Needed,Proximity (When None),Items Required,Additional Requirements
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Orange,
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Indigo,
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Grey,
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Green,
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Brown,
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Blue,
Cotton Cloth,1,,Cook pot,1 Salt 1 Cotton Cloth - Black,
Cotton Mage Boots - Common,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 1 Cotton Cloth - Blue 2 Cotton Cloth - Grey,
Cotton Merchant's Hat,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Brown,
Archmage's Robes,1,Craftsmanship,Player Crafting,2 Leather 2 Fur Plate 4 Silk Thread 4 Silk Cloth - Brown 1 Silk Cloth - Tan,College - The Eye of Magnus Complete
Silk Fur-Trimmed Clothes,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Leather 3 Fur Plate 4 Silk Thread 2 Silk Cloth - Blue 2 Silk Cloth - Green,
Silk Fur-Lined Boots,1,Craftsmanship,Player Crafting,1 Leather 1 Fur Plate 2 Silk Thread 3 Silk Cloth - Tan,
Silk Fur-Embellished Robes - Tan,1,Craftsmanship,Player Crafting,2 Hawk Feathers 2 Fur Plate 4 Silk Thread 1 Silk Cloth - Black 3 Silk Cloth - Brown 1 Silk Cloth - Tan,
Silk Fur-Embellished Robes - Green,1,Craftsmanship,Player Crafting,2 Hawk Feathers 2 Fur Plate 4 Silk Thread 1 Silk Cloth - Black 3 Silk Cloth - Green 1 Silk Cloth - Yellow,
Silk Fur-Embellished Robes - Indigo,1,Craftsmanship,Player Crafting,2 Hawk Feathers 2 Fur Plate 4 Silk Thread 1 Silk Cloth - Black 1 Silk Cloth - Indigo 3 Silk Cloth - Red,
Silk Wedding Finery,1,Craftsmanship,Player Crafting,2 Fur Plate 1 Cotton Cloth 4 Cotton Thread 4 Cotton Cloth - Red,
Cotton Fine Hat,1,Craftsmanship,Player Crafting,1 Leather Strips 1 Fur Plate 1 Cotton Thread 3 Cotton Cloth - Brown,
Cotton Fur-Mantled Clothes - Green,1,Craftsmanship,Player Crafting,2 Fur Plate 4 Cotton Thread 1 Cotton Cloth - Brown 4 Cotton Cloth - Green,
Cotton Fur-Mantled Clothes - Blue,1,Craftsmanship,Player Crafting,2 Fur Plate 2 Cotton Cloth 4 Cotton Thread 2 Cotton Cloth - Blue 1 Cotton Cloth - Indigo,
Emperor's Robes,1,Craftsmanship,Player Crafting,2 Hawk Feathers 2 Fur Plate 4 Silk Thread 4 Silk Cloth - Black 1 Silk Cloth - Red,Dark Brotherhood Main Quest Complete
Linen Arm Bandages,1,Craftsmanship,Player Crafting,2 Linen Cloth,
Miraak's Boots,1,Craftsmanship,Player Crafting,2 Leather 2 Silk Thread 2 Silk Cloth - Brown,Killed Miraak
Miraak's Gloves,1,Craftsmanship,Player Crafting,2 Silk Thread 2 Silk Cloth - Brown,Killed Miraak
Linen Cowl - Yellow,1,Craftsmanship,Player Crafting,3 Linen Cloth - Yellow 1 Linen Thread,
Linen Cowl - White,1,Craftsmanship,Player Crafting,1 Linen Thread 3 Linen Cloth,
Linen Cowl - Red,1,Craftsmanship,Player Crafting,3 Linen Cloth - Red 1 Linen Thread,
Linen Cowl - Purple,1,Craftsmanship,Player Crafting,3 Linen Cloth - Purple 1 Linen Thread,
Linen Cowl - Orange,1,Craftsmanship,Player Crafting,3 Linen Cloth - Orange 1 Linen Thread,
Linen Cowl - Green,1,Craftsmanship,Player Crafting,3 Linen Cloth - Green 1 Linen Thread,
Linen Cowl - Grey,1,Craftsmanship,Player Crafting,3 Linen Cloth - Grey 1 Linen Thread,
Linen Cowl - Brown,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 1 Linen Thread,
Linen Cowl - Blue,1,Craftsmanship,Player Crafting,3 Linen Cloth - Blue 1 Linen Thread,
Linen Cowl - Black,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 1 Linen Thread,
Linen Miner's Boots,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 3 Linen Cloth - Green 2 Linen Thread,
Cotton Hood - Mythic Dawn,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Red,Daedra - Pieces of the Past
Cotton Vaermina Robes,1,Craftsmanship,Player Crafting,4 Cotton Thread 5 Cotton Cloth - Purple,Daedra - Waking Nightmare
Cotton Robes - Thalmor,1,Craftsmanship,Player Crafting,4 Cotton Thread 5 Cotton Cloth - Black,
Cotton Gloves - Thalmor,1,Craftsmanship,Player Crafting,2 Cotton Thread 2 Cotton Cloth - Black,
Cotton Boots - Thalmor,1,Craftsmanship,Player Crafting,2 Cotton Thread 3 Cotton Cloth - Black,
Linen Alik'r Hood - Red,1,Craftsmanship,Player Crafting,3 Linen Cloth - Red 1 Linen Thread,
Linen Alik'r Hood - Blue,1,Craftsmanship,Player Crafting,3 Linen Cloth - Blue 1 Linen Thread,
Linen Alik'r Garb - Red,1,Craftsmanship,Player Crafting,1 Linen Cloth - Red 2 Linen Cloth - Black 2 Linen Cloth - Grey 4 Linen Thread,
Linen Alik'r Boots - Dark,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Brown 2 Linen Thread,
Linen Alik'r Garb - White,1,Craftsmanship,Player Crafting,1 Leather 1 Linen Cloth - Blue 2 Linen Cloth - Brown 4 Linen Thread 2 Linen Cloth,
Linen Alik'r Boots - Tan,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Tan 2 Linen Thread,
Silk Psijic Robes,1,Craftsmanship,Player Crafting,2 Ingot: Quicksilver 4 Silk Thread 1 Silk Cloth - Black 1 Silk Cloth - Grey 1 Silk Cloth - Red 3 Silk Cloth - Yellow,College - The Eye of Magnus Complete
Silk Psijic Hood,1,Craftsmanship,Player Crafting,3 Silk Thread 1 Silk Cloth - Red 2 Silk Cloth - Yellow,College - The Eye of Magnus Complete
Silk Psijic Gloves,1,Craftsmanship,Player Crafting,1 Ingot: Quicksilver 2 Silk Thread 2 Silk Cloth - Brown,College - The Eye of Magnus Complete
Silk Psijic Boots,1,Craftsmanship,Player Crafting,1 Leather 2 Silk Thread 1 Silk Cloth - Grey 1 Silk Cloth - Red 2 Silk Cloth - Yellow,College - The Eye of Magnus Complete
Linen Monk Boots - Brown,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Brown 2 Linen Thread,
Silk Nocturnal Robes,1,Craftsmanship,Player Crafting,4 Silk Thread 3 Silk Cloth - Black 1 Silk Cloth - Grey,TG - Darkness Returns Complete
Silk Nocturnal Hood,1,Craftsmanship,Player Crafting,1 Silk Thread 2 Silk Cloth - Black 1 Silk Cloth - Grey,TG - Darkness Returns Complete
Silk Pleated Boots,1,Craftsmanship,Player Crafting,1 Leather 2 Silk Thread 3 Silk Cloth - Brown,
Silk Fur-Trimmed Clothes,1,Craftsmanship,Player Crafting,3 Pelt: Wolf 2 Leather Strips 2 Leather 4 Silk Thread 2 Silk Cloth - Blue 2 Silk Cloth - Green,
Silk Fur-Embellished Robes - Green,1,Craftsmanship,Player Crafting,1 Pelt: Bear 2 Hawk Feathers 4 Silk Thread 1 Silk Cloth - Black 3 Silk Cloth - Green 1 Silk Cloth - Yellow,
Silk Fur-Embellished Robes - Indigo,1,Craftsmanship,Player Crafting,1 Pelt: Snow Bear 2 Hawk Feathers 4 Silk Thread 1 Silk Cloth - Black 3 Silk Cloth - Indigo 1 Silk Cloth - Red,
Silk Cuffed Boots,1,Craftsmanship,Player Crafting,1 Leather 2 Silk Thread 3 Silk Cloth - Grey,
Linen Monk Boots - Black,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Thread,
Cotton Robes - Mythic Dawn,1,Craftsmanship,Player Crafting,4 Cotton Thread 4 Cotton Cloth - Red 1 Cotton Cloth - Yellow,Daedra - Pieces of the Past
Cotton Gloves - Mythic Dawn,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 2 Cotton Cloth - Red,Daedra - Pieces of the Past
Cotton Shoes - Mythic Dawn,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 2 Cotton Cloth - Brown,Daedra - Pieces of the Past
Cotton Jester's Hat,1,Craftsmanship,Player Crafting,1 Cotton Thread 1 Cotton Cloth - Black 2 Cotton Cloth - Red,
Cotton Jester's Gloves,1,Craftsmanship,Player Crafting,2 Cotton Thread 2 Cotton Cloth - Black,
Cotton Jester's Clothes,1,Craftsmanship,Player Crafting,1 Leather Strips 4 Cotton Thread 1 Cotton Cloth - Black 4 Cotton Cloth - Red,
Cotton Jester's Boots,1,Craftsmanship,Player Crafting,2 Cotton Thread 3 Cotton Cloth - Black,
Greybeard's Robes,1,Craftsmanship,Player Crafting,4 Cotton Thread 5 Cotton Cloth - Grey,Main Quest - The Way of the Voice Complete
Greybeard's Hood,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Grey,Main Quest - The Way of the Voice Complete
Greybeard's Shoes,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 3 Cotton Cloth - Grey,Main Quest - The Way of the Voice Complete
Linen Gloves - Brown,1,Craftsmanship,Player Crafting,2 Linen Cloth - Brown 2 Linen Thread,
Floral Head Wreath,1,Craftsmanship,Player Crafting,12 Tundra Cotton,
Silk Wedding Finery,1,Craftsmanship,Player Crafting,1 Pelt: Snow Bear 1 Cotton Cloth 4 Cotton Thread 4 Cotton Cloth - Red,
Cotton Fine Shoes,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 2 Cotton Cloth - Brown,
Cotton Fur-Mantled Clothes - Green,1,Craftsmanship,Player Crafting,1 Pelt: Bear 4 Cotton Thread 1 Cotton Cloth - Brown 4 Cotton Cloth - Green,
Cotton Fur-Mantled Clothes - Blue,1,Craftsmanship,Player Crafting,1 Pelt: Bear 2 Cotton Cloth 4 Cotton Thread 2 Cotton Cloth - Blue 1 Cotton Cloth - Indigo,
Cotton Cuffed Boots,1,Craftsmanship,Player Crafting,2 Cotton Thread 3 Cotton Cloth - Black,
Emperor's Robes,1,Craftsmanship,Player Crafting,1 Pelt: Snow Bear 2 Hawk Feathers 4 Silk Thread 4 Silk Cloth - Black 1 Silk Cloth - Red,Dark Brotherhood Main Quest Complete
Silk Embroidered Raiment - Red,1,Craftsmanship,Player Crafting,4 Leather Strips 1 Leather 4 Silk Thread 4 Silk Cloth - Red 2 Silk Cloth - Yellow,
Silk Embroidered Raiment - Blue,1,Craftsmanship,Player Crafting,4 Leather Strips 1 Leather 4 Silk Thread 4 Silk Cloth - Blue 2 Silk Cloth - Purple,
Shrouded Shoes,1,Craftsmanship,Player Crafting,2 Silk Thread 2 Silk Cloth - Black,"Dark Brotherhood - Joined,Dark Brotherhood - Killed Astrid"
Shrouded Robes,1,Craftsmanship,Player Crafting,4 Silk Thread 3 Silk Cloth - Black 2 Silk Cloth - Red,"Dark Brotherhood - Joined,Dark Brotherhood - Killed Astrid"
Shrouded Veil,1,Craftsmanship,Player Crafting,1 Silk Thread 2 Silk Cloth - Black 1 Silk Cloth - Red,"Dark Brotherhood - Joined,Dark Brotherhood - Killed Astrid"
Shrouded Hand Wraps,1,Craftsmanship,Player Crafting,2 Silk Thread 1 Silk Cloth - Red,"Dark Brotherhood - Joined,Dark Brotherhood - Killed Astrid"
Linen Tunic - Belted Tan,1,Craftsmanship,Player Crafting,2 Leather Strips 3 Linen Cloth - Tan 4 Linen Thread 2 Linen Cloth,
Linen Farm Boots,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Brown 2 Linen Thread,
Linen Shoes - Brown,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Brown 2 Linen Thread,
Linen Hood - Green,1,Craftsmanship,Player Crafting,3 Linen Cloth - Green 1 Linen Thread,
Linen Mourner's Headscarf,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Thread,
Linen Headscarf,1,Craftsmanship,Player Crafting,2 Linen Thread 3 Linen Cloth,
Linen Mourner's Clothes,1,Craftsmanship,Player Crafting,2 Leather Strips 5 Linen Cloth - Black 4 Linen Thread,
Cotton Mage Robes - Common,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 3 Cotton Cloth - Blue 1 Cotton Cloth - Brown 1 Cotton Cloth - Tan,
Cotton Mage Hood - Embellished,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Black,
Focusing Gloves,1,Craftsmanship,Player Crafting,2 Cotton Thread 2 Cotton Cloth - Black,College - Out Of Balance Complete
Cotton Mage Robes - Embellished,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 1 Cotton Cloth - Black 3 Cotton Cloth - Blue 1 Cotton Cloth - Brown,
Cotton Mage Hood - Common,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Blue,
Cotton Mage Robes - Embroidered,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 2 Cotton Cloth - Brown 2 Cotton Cloth - Tan 1 Cotton Cloth - Yellow,
Cotton Mage Hood - Embroidered,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Brown,
Linen Chef's Tunic,1,Craftsmanship,Player Crafting,4 Leather Strips 4 Linen Thread 5 Linen Cloth,
Linen Chef's Hat,1,Craftsmanship,Player Crafting,1 Linen Thread 3 Linen Cloth,
Linen Blacksmith's Shoes,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Brown 2 Linen Thread,
Linen Blacksmith's Apron - White,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 2 Linen Cloth - Grey 4 Linen Thread 3 Linen Cloth,
Linen Blacksmith's Apron - Red,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 3 Linen Cloth - Red 2 Linen Cloth - Brown 4 Linen Thread,
Linen Barkeep's Clothes - White,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Linen Cloth - Brown 4 Linen Thread 4 Linen Cloth,
Linen Barkeep's Clothes - Brown,1,Craftsmanship,Player Crafting,2 Leather Strips 4 Linen Cloth - Brown 4 Linen Thread 1 Linen Cloth,
Archmage's Robes,1,Craftsmanship,Player Crafting,1 Pelt: Bear 2 Leather 4 Silk Thread 4 Silk Cloth - Brown 1 Silk Cloth - Tan,College - The Eye of Magnus Complete
Archmage's Boots,1,Craftsmanship,Player Crafting,1 Leather 2 Silk Thread 3 Silk Cloth - Brown,College - The Eye of Magnus Complete
Linen Tavern Clothes,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Linen Cloth - Brown 3 Linen Cloth - Green 1 Linen Cloth - Yellow 4 Linen Thread,
Cotton Tall Boots,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 4 Cotton Cloth - Tan,
Linen Stitched Boots,1,Craftsmanship,Player Crafting,1 Leather 3 Linen Cloth - Brown 2 Linen Thread,
Linen Work Boots - Brown,1,Craftsmanship,Player Crafting,1 Leather 2 Linen Cloth - Brown 1 Linen Cloth - Green 2 Linen Thread,
Linen Dunmer Hood - Blue,1,Craftsmanship,Player Crafting,3 Linen Cloth - Indigo 1 Linen Thread,
Linen Dunmer Hood - Red,1,Craftsmanship,Player Crafting,3 Linen Cloth - Red 1 Linen Thread,
Linen Dunmer Hood - Brown,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 1 Linen Thread,
Silk Fur-Embellished Robes - Tan,1,Craftsmanship,Player Crafting,1 Pelt: Bear 2 Hawk Feathers 4 Silk Thread 1 Silk Cloth - Black 3 Silk Cloth - Brown 1 Silk Cloth - Tan,
Cotton Mage Boots - Embellished,1,Craftsmanship,Player Crafting,1 Leather 2 Cotton Thread 1 Cotton Cloth - Brown 2 Cotton Cloth - Grey,
Silk Mage Boots - Ornate,1,Craftsmanship,Player Crafting,1 Leather 2 Silk Thread 3 Silk Cloth - Grey,
Linen Cap,1,Craftsmanship,Player Crafting,3 Linen Cloth - Brown 2 Linen Thread,
Linen Head Bandages,1,,Player Crafting,2 Linen Cloth,
Cotton Fine Hat,1,Craftsmanship,Player Crafting,1 Leather Strips 1 Pelt: Snow Fox 1 Cotton Thread 3 Cotton Cloth - Brown,
Cotton Fine Boots,1,Craftsmanship,Player Crafting,6 Gold 1 Leather 2 Cotton Thread 3 Cotton Cloth - Brown,
Cotton Fine Clothes - Indigo,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 1 Cotton Cloth - Black 4 Cotton Cloth - Indigo,
Cotton Fine Clothes - Brown,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 4 Cotton Cloth - Brown 1 Cotton Cloth - Grey,
Linen Robes - Orange,1,Craftsmanship,Player Crafting,5 Linen Cloth - Brown 4 Linen Thread,
Linen Tunic - Belted Green,1,Craftsmanship,Player Crafting,2 Leather Strips 3 Linen Cloth - Green 4 Linen Thread 2 Linen Cloth,
Linen Tunic - Belted Red,1,Craftsmanship,Player Crafting,2 Leather Strips 3 Linen Cloth - Brown 4 Linen Thread 2 Linen Cloth,
Linen Tunic - Indigo and Green,1,Craftsmanship,Player Crafting,2 Leather Strips 3 Linen Cloth - Black 2 Linen Cloth - Green 4 Linen Thread,
Linen Tunic - Embroidered Brown,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Linen Cloth - Brown 2 Linen Cloth - Purple 2 Linen Cloth - Yellow 4 Linen Thread,
Linen Tunic - Blue and Orange,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Linen Cloth - Blue 2 Linen Cloth - Brown 1 Linen Cloth - Tan 4 Linen Thread,
Linen Tunic - Tan,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Linen Cloth - Brown 1 Linen Cloth - Green 2 Linen Cloth - Yellow 4 Linen Thread,
Linen Ragged Robes,1,Craftsmanship,Player Crafting,5 Linen Wrap 4 Linen Thread,
Linen Ragged Cap,1,Craftsmanship,Player Crafting,2 Linen Wrap 1 Linen Thread,
Linen Ragged Boots,1,Craftsmanship,Player Crafting,2 Linen Wrap 2 Linen Thread,
Linen Robes - Black,1,Craftsmanship,Player Crafting,5 Linen Cloth - Black 4 Linen Thread,
Cotton Quilted Clothes - Blue,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 2 Cotton Cloth - Blue 3 Cotton Cloth - Indigo,
Cotton Quilted Clothes - Orange,1,Craftsmanship,Player Crafting,2 Leather Strips 1 Leather 4 Cotton Thread 4 Cotton Cloth - Brown 1 Cotton Cloth - Tan,
Linen Roughspun Tunic,1,Craftsmanship,Player Crafting,3 Linen Wrap 2 Linen Thread,
Linen Footwraps,1,Craftsmanship,Player Crafting,2 Linen Wrap 2 Linen Thread,
Linen Prisoner's Rags,1,Craftsmanship,Player Crafting,3 Linen Wrap 2 Linen Thread,
Linen Miner's Clothes - Tan,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Linen Cloth - Green 3 Linen Cloth - Tan 4 Linen Thread,
Linen Miner's Clothes - White,1,Craftsmanship,Player Crafting,2 Leather Strips 2 Linen Cloth - Brown 4 Linen Thread 3 Linen Cloth,
Linen Robes - Red,1,Craftsmanship,Player Crafting,1 Linen Cloth - Red 4 Linen Thread 4 Linen Cloth,
Linen Robes - Grey,1,Craftsmanship,Player Crafting,5 Linen Cloth - Grey 4 Linen Thread,
Linen Robes - Green,1,Craftsmanship,Player Crafting,5 Linen Cloth - Green 4 Linen Thread,
Linen Robes - Brown,1,Craftsmanship,Player Crafting,5 Linen Cloth - Brown 4 Linen Thread,
Linen Tunic - Belted Black,1,Craftsmanship,Player Crafting,5 Linen Cloth - Black 4 Linen Thread,DawnGuard - Prophet (Vampire) Complete
Linen Hood - Black,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 1 Linen Thread,DawnGuard - Prophet (Vampire) Complete
Linen Gloves - Black,1,Craftsmanship,Player Crafting,2 Linen Cloth - Black 2 Linen Thread,DawnGuard - Prophet (Vampire) Complete
Linen Work Boots - Black,1,Craftsmanship,Player Crafting,3 Linen Cloth - Black 2 Linen Thread,DawnGuard - Prophet (Vampire) Complete
Linen Moth Priest Blindfold,1,Craftsmanship,Player Crafting,1 Linen Cloth - Grey 1 Linen Thread,"DawnGuard - Prophet (Hunter) Complete,DawnGuard - Prophet (Vampire) Complete"
Linen Moth Priest Sandals,1,Craftsmanship,Player Crafting,1 Leather 1 Linen Cloth - Brown 1 Linen Thread,"DawnGuard - Prophet (Hunter) Complete,DawnGuard - Prophet (Vampire) Complete"
Linen Moth Priest Robes,1,Craftsmanship,Player Crafting,5 Linen Cloth - Grey 4 Linen Thread,"DawnGuard - Prophet (Hunter) Complete,DawnGuard - Prophet (Vampire) Complete"
Linen Dunmer Boots,1,Craftsmanship,Player Crafting,1 Netch Leather 2 Linen Cloth - Brown 2 Linen Thread,
Linen Dunmer Tunic - Blue,1,Craftsmanship,Player Crafting,1 Netch Leather 3 Linen Cloth - Blue 1 Linen Cloth - Grey 1 Linen Cloth - Indigo 4 Linen Thread,
Linen Dunmer Tunic - Red,1,Craftsmanship,Player Crafting,1 Netch Leather 3 Linen Cloth - Red 1 Linen Cloth - Brown 1 Linen Cloth - Orange 4 Linen Thread,
Linen Dunmer Tunic - Brown,1,Craftsmanship,Player Crafting,1 Netch Leather 3 Linen Cloth - Brown 1 Linen Cloth - Green 1 Linen Cloth - Tan 4 Linen Thread,
Miraak's Robes,1,Craftsmanship,Player Crafting,4 Silk Thread 3 Silk Cloth - Black 2 Silk Cloth - Brown,Killed Miraak
Cotton Cultist Boots,1,Craftsmanship,Player Crafting,2 Leather 2 Cotton Thread 2 Cotton Cloth - Brown,Dragonborn - Dragonborn Complete
Cotton Cultist Gloves,1,Craftsmanship,Player Crafting,4 Bone Meal 2 Cotton Thread 2 Cotton Cloth - Brown,Dragonborn - Dragonborn Complete
Cotton Cultist Robes,1,Craftsmanship,Player Crafting,3 Bone Meal 4 Leather 4 Cotton Thread 5 Cotton Cloth - Brown,Dragonborn - Dragonborn Complete
Cotton Telvanni Shoes,1,Craftsmanship,Player Crafting,1 Netch Leather 2 Cotton Thread 2 Cotton Cloth - Brown,Dragonborn -  Old Friends Complete
Cotton Telvanni Robes,1,Craftsmanship,Player Crafting,3 Netch Leather 4 Cotton Thread 1 Cotton Cloth - Black 3 Cotton Cloth - Red 1 Cotton Cloth - Yellow,Dragonborn -  Old Friends Complete
Cotton Reclamations Temple Hood,1,Craftsmanship,Player Crafting,1 Cotton Thread 3 Cotton Cloth - Blue,Dragonborn - Clean Sweep Complete
Cotton Reclamations Temple Robes,1,Craftsmanship,Player Crafting,3 Netch Leather 4 Cotton Thread 2 Cotton Cloth - Black 3 Cotton Cloth - Blue 2 Cotton Cloth - Grey,Dragonborn - Clean Sweep Complete
Cotton Reclamations Temple Boots,1,Craftsmanship,Player Crafting,1 Netch Leather 2 Cotton Thread 2 Cotton Cloth - Brown 1 Cotton Cloth - Grey,Dragonborn - Clean Sweep Complete
Sheogorath's Boots,1,Craftsmanship,Player Crafting,2 Silk Thread 2 Silk Cloth - Black 1 Silk Cloth - Purple,Daedra - The Mind of Madness
Sheogorath's Garb,1,Craftsmanship,Player Crafting,4 Silk Thread 1 Silk Cloth 1 Silk Cloth - Orange 3 Silk Cloth - Purple,Daedra - The Mind of Madness
Linen Cloth - Yellow,1,Craftsmanship,Cook pot,1 Dye - Yellow 1 Linen Cloth,
Linen Cloth - Tan,1,Craftsmanship,Cook pot,1 Dye - Tan 1 Linen Cloth,
Linen Cloth - Red,1,Craftsmanship,Cook pot,1 Dye - Red 1 Linen Cloth,
Linen Cloth - Purple,1,Craftsmanship,Cook pot,1 Dye - Purple 1 Linen Cloth,
Linen Cloth - Orange,1,Craftsmanship,Cook pot,1 Dye - Orange 1 Linen Cloth,
Linen Cloth - Indigo,1,Craftsmanship,Cook pot,1 Dye - Indigo 1 Linen Cloth,
Linen Cloth - Grey,1,Craftsmanship,Cook pot,1 Dye - Grey 1 Linen Cloth,
Linen Cloth - Green,1,Craftsmanship,Cook pot,1 Dye - Green 1 Linen Cloth,
Linen Cloth - Brown,1,Craftsmanship,Cook pot,1 Dye - Brown 1 Linen Cloth,
Linen Cloth - Blue,1,Craftsmanship,Cook pot,1 Dye - Blue 1 Linen Cloth,
Cotton Cloth - Yellow,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Yellow,
Cotton Cloth - Tan,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Tan,
Cotton Cloth - Red,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Red,
Cotton Cloth - Purple,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Purple,
Cotton Cloth - Orange,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Orange,
Cotton Cloth - Indigo,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Indigo,
Cotton Cloth - Grey,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Grey,
Cotton Cloth - Green,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Green,
Cotton Cloth - Brown,1,Craftsmanship,Cook pot,1 Cotton Cloth 1 Dye - Brown,
